district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
792,Shelby County Schools,2255,Georgian Hills Middle,2018,All Students,272,8.1,12.5,2017
792,Shelby County Schools,2255,Georgian Hills Middle,2018,Black/Hispanic/Native,269,7.8,12.2,2017
792,Shelby County Schools,2255,Georgian Hills Middle,2018,Economically Disadvantaged,234,8.1,14,2017
792,Shelby County Schools,2255,Georgian Hills Middle,2018,English Learners,,*,*,
792,Shelby County Schools,2255,Georgian Hills Middle,2018,Students with Disabilities,54,9.3,13.6,2017
792,Shelby County Schools,2258,Germanshire Elementary,2018,All Students,804,5.0,9,2017
792,Shelby County Schools,2258,Germanshire Elementary,2018,Black/Hispanic/Native,791,5.1,9.1,2017
792,Shelby County Schools,2258,Germanshire Elementary,2018,Economically Disadvantaged,404,7.2,13.2,2017
792,Shelby County Schools,2258,Germanshire Elementary,2018,English Learners,74,6.8,6.3,2017
792,Shelby County Schools,2258,Germanshire Elementary,2018,Students with Disabilities,89,6.7,16.7,2017
792,Shelby County Schools,2259,Getwell Elementary,2018,All Students,285,4.9,11.7,2017
792,Shelby County Schools,2259,Getwell Elementary,2018,Black/Hispanic/Native,285,4.9,11.7,2017
792,Shelby County Schools,2259,Getwell Elementary,2018,Economically Disadvantaged,226,4.4,12.6,2017
792,Shelby County Schools,2259,Getwell Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2259,Getwell Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2260,Goodlett Elementary,2018,All Students,436,10.1,13.9,2017
792,Shelby County Schools,2260,Goodlett Elementary,2018,Black/Hispanic/Native,431,10.2,14.1,2017
792,Shelby County Schools,2260,Goodlett Elementary,2018,Economically Disadvantaged,313,11.8,14.2,2017
792,Shelby County Schools,2260,Goodlett Elementary,2018,English Learners,153,5.2,6.2,2017
792,Shelby County Schools,2260,Goodlett Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2285,Grahamwood Elementary,2018,All Students,959,5.6,6.2,2017
792,Shelby County Schools,2285,Grahamwood Elementary,2018,Black/Hispanic/Native,553,7.1,7.1,2017
792,Shelby County Schools,2285,Grahamwood Elementary,2018,Economically Disadvantaged,343,12.0,12.6,2017
792,Shelby County Schools,2285,Grahamwood Elementary,2018,English Learners,212,5.7,3.8,2017
792,Shelby County Schools,2285,Grahamwood Elementary,2018,Students with Disabilities,73,9.6,7.7,2017
792,Shelby County Schools,2310,Hamilton Elementary,2018,All Students,294,11.9,5.3,2017
792,Shelby County Schools,2310,Hamilton Elementary,2018,Black/Hispanic/Native,294,11.9,5.3,2017
792,Shelby County Schools,2310,Hamilton Elementary,2018,Economically Disadvantaged,258,12.8,5.6,2017
792,Shelby County Schools,2310,Hamilton Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2310,Hamilton Elementary,2018,Students with Disabilities,43,9.3,2.8,2017
792,Shelby County Schools,2315,Hamilton Middle,2018,All Students,254,33.5,45.5,2017
792,Shelby County Schools,2315,Hamilton Middle,2018,Black/Hispanic/Native,252,33.3,45.3,2017
792,Shelby County Schools,2315,Hamilton Middle,2018,Economically Disadvantaged,215,35.8,49.1,2017
792,Shelby County Schools,2315,Hamilton Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2315,Hamilton Middle,2018,Students with Disabilities,48,25.0,35.7,2017
792,Shelby County Schools,2317,Hamilton High,2018,All Students,611,54.0,64.9,2017
792,Shelby County Schools,2317,Hamilton High,2018,Black/Hispanic/Native,609,54.2,65,2017
792,Shelby County Schools,2317,Hamilton High,2018,Economically Disadvantaged,510,54.3,65.4,2017
792,Shelby County Schools,2317,Hamilton High,2018,English Learners,0,*,*,
792,Shelby County Schools,2317,Hamilton High,2018,Students with Disabilities,121,55.4,62,2017
792,Shelby County Schools,2325,Havenview Middle,2018,All Students,694,9.4,8.8,2017
792,Shelby County Schools,2325,Havenview Middle,2018,Black/Hispanic/Native,694,9.4,8.8,2017
792,Shelby County Schools,2325,Havenview Middle,2018,Economically Disadvantaged,463,11.4,9.8,2017
792,Shelby County Schools,2325,Havenview Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2325,Havenview Middle,2018,Students with Disabilities,95,11.6,8.3,2017
792,Shelby County Schools,2330,Hawkins Mill Elementary,2018,All Students,312,10.3,14.2,2017
792,Shelby County Schools,2330,Hawkins Mill Elementary,2018,Black/Hispanic/Native,310,10.3,14.5,2017
792,Shelby County Schools,2330,Hawkins Mill Elementary,2018,Economically Disadvantaged,276,10.1,15.2,2017
792,Shelby County Schools,2330,Hawkins Mill Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2330,Hawkins Mill Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2331,Hickory Ridge Elementary,2018,All Students,707,11.9,13.7,2017
792,Shelby County Schools,2331,Hickory Ridge Elementary,2018,Black/Hispanic/Native,701,12.0,13.8,2017
792,Shelby County Schools,2331,Hickory Ridge Elementary,2018,Economically Disadvantaged,524,13.9,15.3,2017
792,Shelby County Schools,2331,Hickory Ridge Elementary,2018,English Learners,143,4.2,2.5,2017
792,Shelby County Schools,2331,Hickory Ridge Elementary,2018,Students with Disabilities,63,12.7,15.4,2017
792,Shelby County Schools,2333,Hickory Ridge Middle,2018,All Students,755,6.9,7.5,2017
792,Shelby County Schools,2333,Hickory Ridge Middle,2018,Black/Hispanic/Native,751,6.9,7.6,2017
792,Shelby County Schools,2333,Hickory Ridge Middle,2018,Economically Disadvantaged,516,8.5,9.1,2017
792,Shelby County Schools,2333,Hickory Ridge Middle,2018,English Learners,85,2.4,3.5,2017
792,Shelby County Schools,2333,Hickory Ridge Middle,2018,Students with Disabilities,107,7.5,10.6,2017
792,Shelby County Schools,2338,Hollis F. Price Middle College,2018,All Students,118,0.8,8.2,2017
792,Shelby County Schools,2338,Hollis F. Price Middle College,2018,Black/Hispanic/Native,118,0.8,8.2,2017
792,Shelby County Schools,2338,Hollis F. Price Middle College,2018,Economically Disadvantaged,65,1.5,11.5,2017
792,Shelby County Schools,2338,Hollis F. Price Middle College,2018,English Learners,,*,*,
792,Shelby County Schools,2338,Hollis F. Price Middle College,2018,Students with Disabilities,,*,*,
792,Shelby County Schools,2343,Holmes Road Elementary,2018,All Students,659,15.5,25.4,2017
792,Shelby County Schools,2343,Holmes Road Elementary,2018,Black/Hispanic/Native,656,15.5,25.3,2017
792,Shelby County Schools,2343,Holmes Road Elementary,2018,Economically Disadvantaged,466,18.5,29.8,2017
792,Shelby County Schools,2343,Holmes Road Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2343,Holmes Road Elementary,2018,Students with Disabilities,70,18.6,43.2,2017
792,Shelby County Schools,2353,Ida B. Wells Academy ES/MS,2018,All Students,166,12.0,12.6,2017
792,Shelby County Schools,2353,Ida B. Wells Academy ES/MS,2018,Black/Hispanic/Native,165,12.1,12.6,2017
792,Shelby County Schools,2353,Ida B. Wells Academy ES/MS,2018,Economically Disadvantaged,129,14.7,14.3,2017
792,Shelby County Schools,2353,Ida B. Wells Academy ES/MS,2018,English Learners,,*,*,
792,Shelby County Schools,2353,Ida B. Wells Academy ES/MS,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2355,Idlewild Elementary,2018,All Students,485,1.6,1.8,2017
792,Shelby County Schools,2355,Idlewild Elementary,2018,Black/Hispanic/Native,322,1.6,2.3,2017
792,Shelby County Schools,2355,Idlewild Elementary,2018,Economically Disadvantaged,111,3.6,5.5,2017
792,Shelby County Schools,2355,Idlewild Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2355,Idlewild Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2360,Jackson Elementary,2018,All Students,297,7.7,9.5,2017
792,Shelby County Schools,2360,Jackson Elementary,2018,Black/Hispanic/Native,284,8.1,8.6,2017
792,Shelby County Schools,2360,Jackson Elementary,2018,Economically Disadvantaged,211,9.5,12,2017
792,Shelby County Schools,2360,Jackson Elementary,2018,English Learners,129,2.3,5.1,2017
792,Shelby County Schools,2360,Jackson Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2362,J. P. Freeman Elementary/Middle,2018,All Students,580,1.9,2.8,2017
792,Shelby County Schools,2362,J. P. Freeman Elementary/Middle,2018,Black/Hispanic/Native,578,1.9,2.8,2017
792,Shelby County Schools,2362,J. P. Freeman Elementary/Middle,2018,Economically Disadvantaged,211,3.8,5.8,2017
792,Shelby County Schools,2362,J. P. Freeman Elementary/Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2362,J. P. Freeman Elementary/Middle,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2368,Keystone Elementary,2018,All Students,449,17.1,27.9,2017
792,Shelby County Schools,2368,Keystone Elementary,2018,Black/Hispanic/Native,435,16.6,27.1,2017
792,Shelby County Schools,2368,Keystone Elementary,2018,Economically Disadvantaged,342,19.6,32.1,2017
792,Shelby County Schools,2368,Keystone Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2368,Keystone Elementary,2018,Students with Disabilities,81,24.7,37.4,2017
792,Shelby County Schools,2370,Kingsbury Elementary,2018,All Students,547,9.1,17.7,2017
792,Shelby County Schools,2370,Kingsbury Elementary,2018,Black/Hispanic/Native,469,7.9,16.3,2017
792,Shelby County Schools,2370,Kingsbury Elementary,2018,Economically Disadvantaged,366,10.7,20.6,2017
792,Shelby County Schools,2370,Kingsbury Elementary,2018,English Learners,303,5.9,15,2017
792,Shelby County Schools,2370,Kingsbury Elementary,2018,Students with Disabilities,90,14.4,28.3,2017
792,Shelby County Schools,2373,Kingsbury Middle,2018,All Students,412,10.9,22.8,2017
792,Shelby County Schools,2373,Kingsbury Middle,2018,Black/Hispanic/Native,348,9.8,20.5,2017
792,Shelby County Schools,2373,Kingsbury Middle,2018,Economically Disadvantaged,248,14.5,27.8,2017
792,Shelby County Schools,2373,Kingsbury Middle,2018,English Learners,190,7.9,14.8,2017
792,Shelby County Schools,2373,Kingsbury Middle,2018,Students with Disabilities,97,12.4,25.6,2017
792,Shelby County Schools,2375,Kingsbury High,2018,All Students,1318,25.6,24.3,2017
792,Shelby County Schools,2375,Kingsbury High,2018,Black/Hispanic/Native,1145,25.7,23.2,2017
792,Shelby County Schools,2375,Kingsbury High,2018,Economically Disadvantaged,626,31.2,30.8,2017
792,Shelby County Schools,2375,Kingsbury High,2018,English Learners,372,26.3,24.5,2017
792,Shelby County Schools,2375,Kingsbury High,2018,Students with Disabilities,186,23.1,29.5,2017
792,Shelby County Schools,2379,Kirby High,2018,All Students,874,24.4,41.9,2017
792,Shelby County Schools,2379,Kirby High,2018,Black/Hispanic/Native,870,24.3,41.8,2017
792,Shelby County Schools,2379,Kirby High,2018,Economically Disadvantaged,521,30.5,46.5,2017
792,Shelby County Schools,2379,Kirby High,2018,English Learners,62,25.8,42.9,2017
792,Shelby County Schools,2379,Kirby High,2018,Students with Disabilities,151,28.5,41.7,2017
792,Shelby County Schools,2385,Knight Road Elementary,2018,All Students,515,8.3,12.6,2017
792,Shelby County Schools,2385,Knight Road Elementary,2018,Black/Hispanic/Native,506,8.3,12.6,2017
792,Shelby County Schools,2385,Knight Road Elementary,2018,Economically Disadvantaged,380,10.0,14.6,2017
792,Shelby County Schools,2385,Knight Road Elementary,2018,English Learners,263,4.2,5.9,2017
792,Shelby County Schools,2385,Knight Road Elementary,2018,Students with Disabilities,54,13.0,11.4,2017
792,Shelby County Schools,2395,Larose Elementary,2018,All Students,295,20.0,23.6,2017
792,Shelby County Schools,2395,Larose Elementary,2018,Black/Hispanic/Native,294,20.1,23.6,2017
792,Shelby County Schools,2395,Larose Elementary,2018,Economically Disadvantaged,263,20.5,25.2,2017
792,Shelby County Schools,2395,Larose Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2395,Larose Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2435,Levi Elementary,2018,All Students,441,19.0,28.7,2017
792,Shelby County Schools,2435,Levi Elementary,2018,Black/Hispanic/Native,441,19.0,28.7,2017
792,Shelby County Schools,2435,Levi Elementary,2018,Economically Disadvantaged,378,20.9,30.4,2017
792,Shelby County Schools,2435,Levi Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2435,Levi Elementary,2018,Students with Disabilities,46,15.2,31.8,2017
792,Shelby County Schools,2463,Lucie E. Campbell Elementary,2018,All Students,528,17.2,27.4,2017
792,Shelby County Schools,2463,Lucie E. Campbell Elementary,2018,Black/Hispanic/Native,519,17.1,27.4,2017
792,Shelby County Schools,2463,Lucie E. Campbell Elementary,2018,Economically Disadvantaged,441,18.8,27.2,2017
792,Shelby County Schools,2463,Lucie E. Campbell Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2463,Lucie E. Campbell Elementary,2018,Students with Disabilities,104,23.1,44.8,2017
792,Shelby County Schools,2470,Magnolia Elementary,2018,All Students,268,19.8,22.2,2017
792,Shelby County Schools,2470,Magnolia Elementary,2018,Black/Hispanic/Native,265,20.0,22.2,2017
792,Shelby County Schools,2470,Magnolia Elementary,2018,Economically Disadvantaged,223,19.3,20.6,2017
792,Shelby County Schools,2470,Magnolia Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2470,Magnolia Elementary,2018,Students with Disabilities,48,27.1,27.3,2017
792,Shelby County Schools,2480,Manassas High,2018,All Students,485,30.7,47,2017
792,Shelby County Schools,2480,Manassas High,2018,Black/Hispanic/Native,483,30.8,47.1,2017
792,Shelby County Schools,2480,Manassas High,2018,Economically Disadvantaged,370,33.2,50.4,2017
792,Shelby County Schools,2480,Manassas High,2018,English Learners,0,*,*,
792,Shelby County Schools,2480,Manassas High,2018,Students with Disabilities,110,35.5,44.4,2017
792,Shelby County Schools,2483,Manor Lake Elementary,2018,All Students,311,18.3,23.8,2017
792,Shelby County Schools,2483,Manor Lake Elementary,2018,Black/Hispanic/Native,310,18.4,23.9,2017
792,Shelby County Schools,2483,Manor Lake Elementary,2018,Economically Disadvantaged,263,20.2,27.3,2017
792,Shelby County Schools,2483,Manor Lake Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2483,Manor Lake Elementary,2018,Students with Disabilities,38,26.3,18.2,2017
792,Shelby County Schools,2493,Melrose High,2018,All Students,562,30.1,39.7,2017
792,Shelby County Schools,2493,Melrose High,2018,Black/Hispanic/Native,559,30.1,39.6,2017
792,Shelby County Schools,2493,Melrose High,2018,Economically Disadvantaged,413,33.7,41,2017
792,Shelby County Schools,2493,Melrose High,2018,English Learners,0,*,*,
792,Shelby County Schools,2493,Melrose High,2018,Students with Disabilities,99,28.3,52.8,2017
792,Shelby County Schools,2515,Middle College High,2018,All Students,286,1.4,1.7,2017
792,Shelby County Schools,2515,Middle College High,2018,Black/Hispanic/Native,267,1.1,1.8,2017
792,Shelby County Schools,2515,Middle College High,2018,Economically Disadvantaged,71,4.2,4.6,2017
792,Shelby County Schools,2515,Middle College High,2018,English Learners,,*,*,
792,Shelby County Schools,2515,Middle College High,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2520,Mitchell High,2018,All Students,435,26.0,44.3,2017
792,Shelby County Schools,2520,Mitchell High,2018,Black/Hispanic/Native,434,26.0,44.4,2017
792,Shelby County Schools,2520,Mitchell High,2018,Economically Disadvantaged,313,29.7,51.2,2017
792,Shelby County Schools,2520,Mitchell High,2018,English Learners,0,*,*,
792,Shelby County Schools,2520,Mitchell High,2018,Students with Disabilities,78,28.2,45.3,2017
792,Shelby County Schools,2525,Newberry Elementary,2018,All Students,458,5.9,5.9,2017
792,Shelby County Schools,2525,Newberry Elementary,2018,Black/Hispanic/Native,454,5.9,5.9,2017
792,Shelby County Schools,2525,Newberry Elementary,2018,Economically Disadvantaged,335,8.1,6.7,2017
792,Shelby County Schools,2525,Newberry Elementary,2018,English Learners,52,3.8,1.7,2017
792,Shelby County Schools,2525,Newberry Elementary,2018,Students with Disabilities,37,2.7,8.8,2017
792,Shelby County Schools,2540,Oakhaven Elementary,2018,All Students,622,14.8,22.2,2017
792,Shelby County Schools,2540,Oakhaven Elementary,2018,Black/Hispanic/Native,614,14.8,22.5,2017
792,Shelby County Schools,2540,Oakhaven Elementary,2018,Economically Disadvantaged,455,18.0,27.2,2017
792,Shelby County Schools,2540,Oakhaven Elementary,2018,English Learners,101,5.9,8.5,2017
792,Shelby County Schools,2540,Oakhaven Elementary,2018,Students with Disabilities,51,17.6,41.2,2017
792,Shelby County Schools,2543,Oakhaven Middle,2018,All Students,286,2.1,21.2,2017
792,Shelby County Schools,2543,Oakhaven Middle,2018,Black/Hispanic/Native,284,2.1,21.3,2017
